gene_symbol,GO_term
NTRK2,brain-derived neurotrophic factor-activated receptor activity
NTRK2,cellular response to amino acid stimulus
NTRK2,cellular response to brain-derived neurotrophic factor stimulus
NTRK2,cellular response to nerve growth factor stimulus
NTRK2,central nervous system neuron development
NTRK2,cerebral cortex development
NTRK2,circadian rhythm
NTRK2,cytosol
NTRK2,dendrite
NTRK2,dendritic spine
NTRK2,early endosome
NTRK2,early endosome membrane
NTRK2,feeding behavior
NTRK2,glutamate secretion
NTRK2,integral component of plasma membrane
NTRK2,integral component of plasma membrane
NTRK2,learning
NTRK2,long-term synaptic potentiation
NTRK2,mechanoreceptor differentiation
NTRK2,multicellular organism development
NTRK2,myelination in peripheral nervous system
NTRK2,negative regulation of amyloid-beta formation
NTRK2,negative regulation of anoikis
NTRK2,negative regulation of neuron apoptotic process
NTRK2,neuron differentiation
NTRK2,neuron migration
NTRK2,neuronal action potential propagation
NTRK2,neurotrophin TRK receptor signaling pathway
NTRK2,neurotrophin binding
NTRK2,neurotrophin binding
NTRK2,neurotrophin binding
NTRK2,neurotrophin receptor activity
NTRK2,oligodendrocyte differentiation
NTRK2,peptidyl-tyrosine phosphorylation
NTRK2,perinuclear region of cytoplasm
NTRK2,peripheral nervous system neuron development
NTRK2,plasma membrane
NTRK2,positive regulation of ERK1 and ERK2 cascade
NTRK2,positive regulation of MAPK cascade
NTRK2,positive regulation of MAPK cascade
NTRK2,positive regulation of axonogenesis
NTRK2,positive regulation of cell population proliferation
NTRK2,positive regulation of gene expression
NTRK2,positive regulation of kinase activity
NTRK2,positive regulation of neuron projection development
NTRK2,positive regulation of neuron projection development
NTRK2,positive regulation of non-membrane spanning protein tyrosine kinase activity
NTRK2,positive regulation of peptidyl-serine phosphorylation
NTRK2,positive regulation of phosphatidylinositol 3-kinase signaling
NTRK2,positive regulation of phosphatidylinositol 3-kinase signaling
NTRK2,positive regulation of protein phosphorylation
NTRK2,positive regulation of synapse assembly
NTRK2,postsynaptic density
NTRK2,postsynaptic density
NTRK2,protease binding
NTRK2,protein autophosphorylation
NTRK2,protein binding
NTRK2,protein homodimerization activity
NTRK2,protein tyrosine kinase activity
NTRK2,receptor complex
NTRK2,receptor complex
NTRK2,regulation of GTPase activity
NTRK2,regulation of protein kinase B signaling
NTRK2,retinal rod cell development
NTRK2,terminal bouton
NTRK2,"trans-synaptic signaling by neuropeptide, modulating synaptic transmission"
NTRK2,transmembrane receptor protein tyrosine kinase activity
NTRK2,transmembrane receptor protein tyrosine kinase signaling pathway
NTRK2,vasculogenesis
NTRK3,ATP binding
NTRK3,GPI-linked ephrin receptor activity
NTRK3,activation of GTPase activity
NTRK3,activation of MAPK activity
NTRK3,activation of protein kinase B activity
NTRK3,axon
NTRK3,cellular response to nerve growth factor stimulus
NTRK3,cellular response to retinoic acid
NTRK3,circadian rhythm
NTRK3,cochlea development
NTRK3,cytoplasm
NTRK3,ephrin receptor signaling pathway
NTRK3,glutamatergic synapse
NTRK3,heart development
NTRK3,integral component of plasma membrane
NTRK3,integral component of postsynaptic membrane
NTRK3,lens fiber cell differentiation
NTRK3,mechanoreceptor differentiation
NTRK3,modulation by virus of host transcription
NTRK3,multicellular organism development
NTRK3,myelination in peripheral nervous system
NTRK3,negative regulation of astrocyte differentiation
NTRK3,negative regulation of cell death
NTRK3,negative regulation of protein phosphorylation
NTRK3,neuron fate specification
NTRK3,neuron migration
NTRK3,neuronal action potential propagation
NTRK3,neurotrophin binding
NTRK3,neurotrophin receptor activity
NTRK3,neurotrophin receptor activity
NTRK3,neurotrophin signaling pathway
NTRK3,p53 binding
NTRK3,peptidyl-tyrosine phosphorylation
NTRK3,plasma membrane
NTRK3,positive regulation of ERK1 and ERK2 cascade
NTRK3,positive regulation of MAPK cascade
NTRK3,positive regulation of actin cytoskeleton reorganization
NTRK3,positive regulation of apoptotic process
NTRK3,positive regulation of axon extension involved in regeneration
NTRK3,positive regulation of cell migration
NTRK3,positive regulation of cell population proliferation
NTRK3,positive regulation of gene expression
NTRK3,positive regulation of kinase activity
NTRK3,positive regulation of neuron projection development
NTRK3,positive regulation of neurotrophin TRK receptor signaling pathway
NTRK3,positive regulation of peptidyl-serine phosphorylation
NTRK3,positive regulation of phosphatidylinositol 3-kinase signaling
NTRK3,positive regulation of phosphatidylinositol 3-kinase signaling
NTRK3,positive regulation of phospholipase C activity
NTRK3,positive regulation of positive chemotaxis
NTRK3,positive regulation of protein phosphorylation
NTRK3,positive regulation of synapse assembly
NTRK3,protein binding
NTRK3,receptor complex
NTRK3,receptor complex
NTRK3,regulation of postsynaptic density assembly
NTRK3,regulation of protein kinase B signaling
NTRK3,response to axon injury
NTRK3,response to corticosterone
NTRK3,response to ethanol
NTRK3,transmembrane receptor protein tyrosine kinase activity
NTRK3,transmembrane receptor protein tyrosine kinase signaling pathway
NTRK3,transmembrane receptor protein tyrosine kinase signaling pathway
NUAK1,ATP binding
NUAK1,cell adhesion
NUAK1,cellular response to DNA damage stimulus
NUAK1,cellular response to glucose starvation
NUAK1,cytoplasm
NUAK1,cytoplasm
NUAK1,fibrillar center
NUAK1,intracellular signal transduction
NUAK1,metal ion binding
NUAK1,microtubule cytoskeleton
NUAK1,nucleoplasm
NUAK1,nucleoplasm
NUAK1,nucleus
NUAK1,nucleus
NUAK1,p53 binding
NUAK1,protein binding
NUAK1,protein phosphorylation
NUAK1,protein phosphorylation
NUAK1,protein serine kinase activity
NUAK1,protein serine/threonine kinase activity
NUAK1,protein serine/threonine kinase activity
NUAK1,protein serine/threonine kinase activity
NUAK1,protein threonine kinase activity
NUAK1,regulation of cell adhesion
NUAK1,regulation of cell population proliferation
NUAK1,regulation of cellular senescence
NUAK1,regulation of myosin-light-chain-phosphatase activity
NUAK1,regulation of signal transduction by p53 class mediator
NUDCD2,condensed chromosome kinetochore
NUDCD2,cytoplasm
NUDCD2,cytosol
NUDCD2,developmental process
NUDCD2,intercellular bridge
NUDCD2,microtubule cytoskeleton
NUDCD2,microtubule organizing center
NUDCD2,mitotic spindle
NUDCD2,protein binding
NUDCD2,protein folding
NUDCD2,spindle pole
NUDCD2,unfolded protein binding
NUP133,condensed chromosome kinetochore
NUP133,condensed chromosome outer kinetochore
NUP133,cytosol
NUP133,host cell
NUP133,intracellular transport of virus
NUP133,mRNA export from nucleus
NUP133,mRNA export from nucleus
NUP133,membrane
NUP133,nephron development
NUP133,neural tube development
NUP133,neurogenesis
NUP133,nuclear envelope
NUP133,nuclear membrane
NUP133,nuclear pore
NUP133,nuclear pore organization
NUP133,nuclear pore outer ring
NUP133,nuclear pore outer ring
NUP133,nuclear pore outer ring
NUP133,paraxial mesoderm development
NUP133,poly(A)+ mRNA export from nucleus
NUP133,protein binding
NUP133,protein import into nucleus
NUP133,protein sumoylation
NUP133,regulation of cellular response to heat
NUP133,regulation of gene silencing by miRNA
NUP133,regulation of glycolytic process
NUP133,somite development
NUP133,structural constituent of nuclear pore
NUP133,structural constituent of nuclear pore
NUP133,tRNA export from nucleus
NUP133,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
NUP133,viral process
NUP133,viral transcription
NUP155,RNA export from nucleus
NUP155,atrial cardiac muscle cell action potential
NUP155,host cell
NUP155,intracellular transport of virus
NUP155,mRNA export from nucleus
NUP155,membrane
NUP155,nuclear envelope
NUP155,nuclear envelope
NUP155,nuclear envelope organization
NUP155,nuclear membrane
NUP155,nuclear pore inner ring
NUP155,protein binding
NUP155,protein import into nucleus
NUP155,protein localization to nuclear inner membrane
NUP155,protein sumoylation
NUP155,regulation of cellular response to heat
NUP155,regulation of gene silencing by miRNA
NUP155,regulation of glycolytic process
NUP155,structural constituent of nuclear pore
NUP155,tRNA export from nucleus
NUP155,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
NUP155,viral process
NUP155,viral transcription
NXF1,RNA binding
NXF1,RNA binding
NXF1,RNA export from nucleus
NXF1,cytoplasm
NXF1,cytoplasmic stress granule
NXF1,cytosol
NXF1,mRNA binding
NXF1,mRNA export from nucleus
NXF1,mRNA export from nucleus
NXF1,nuclear inclusion body
NXF1,nuclear pore
NXF1,nuclear speck
NXF1,nucleoplasm
NXF1,nucleoplasm
NXF1,nucleus
NXF1,nucleus
NXF1,poly(A)+ mRNA export from nucleus
NXF1,protein binding
NXF1,transcription export complex
NXF1,viral process
NXPH1,extracellular region
NXPH1,signaling receptor binding
OCRL,GTPase activator activity
OCRL,Golgi stack
OCRL,Golgi-associated vesicle
OCRL,cilium assembly
OCRL,clathrin-coated pit
OCRL,clathrin-coated vesicle
OCRL,cytoplasm
OCRL,cytoplasm
OCRL,cytosol
OCRL,early endosome
OCRL,early endosome membrane
OCRL,in utero embryonic development
OCRL,inositol phosphate dephosphorylation
OCRL,inositol phosphate metabolic process
OCRL,inositol phosphate phosphatase activity
OCRL,inositol phosphate phosphatase activity
OCRL,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"
OCRL,"inositol-1,4,5-trisphosphate 5-phosphatase activity"
OCRL,inositol-polyphosphate 5-phosphatase activity
OCRL,lipid metabolic process
OCRL,lysosome
OCRL,membrane
OCRL,membrane organization
OCRL,nucleus
OCRL,phagocytic vesicle membrane
OCRL,phosphatidylinositol biosynthetic process
OCRL,phosphatidylinositol dephosphorylation
OCRL,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
OCRL,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
OCRL,photoreceptor outer segment
OCRL,plasma membrane
OCRL,positive regulation of GTPase activity
OCRL,protein binding
OCRL,regulation of GTPase activity
OCRL,regulation of small GTPase mediated signal transduction
OCRL,signal transduction
OCRL,small GTPase binding
OCRL,trans-Golgi network
ODF3L2,cytoplasmic microtubule
ODF3L2,cytoplasmic microtubule
ODF3L2,cytoskeleton
ODF3L2,protein binding
OFD1,G2/M transition of mitotic cell cycle
OFD1,alpha-tubulin binding
OFD1,centriolar satellite
OFD1,centriole
OFD1,centriole replication
OFD1,centrosome
OFD1,centrosome
OFD1,ciliary basal body
OFD1,ciliary basal body
OFD1,ciliary basal body-plasma membrane docking
OFD1,cilium
OFD1,cilium assembly
OFD1,cilium assembly
OFD1,cytosol
OFD1,epithelial cilium movement involved in determination of left/right asymmetry
OFD1,extracellular region
OFD1,gamma-tubulin binding
OFD1,identical protein binding
OFD1,membrane
OFD1,mitotic cell cycle
OFD1,mitotic spindle assembly
OFD1,motile cilium
OFD1,nucleus
OFD1,protein binding
OFD1,regulation of G2/M transition of mitotic cell cycle
OPHN1,GTPase activator activity
OPHN1,actin binding
OPHN1,actin cytoskeleton
OPHN1,actin cytoskeleton organization
OPHN1,axon guidance
OPHN1,cell junction assembly
OPHN1,cell morphogenesis involved in neuron differentiation
OPHN1,cerebellar granule cell differentiation
OPHN1,cerebral cortex neuron differentiation
OPHN1,cytoplasm
OPHN1,cytosol
OPHN1,dendritic spine
OPHN1,establishment of epithelial cell apical/basal polarity
OPHN1,glutamatergic synapse
OPHN1,glutamatergic synapse
OPHN1,glutamatergic synapse
OPHN1,ionotropic glutamate receptor binding
OPHN1,negative regulation of proteasomal protein catabolic process
OPHN1,nervous system development
OPHN1,neuron differentiation
OPHN1,neuron projection development
OPHN1,phospholipid binding
OPHN1,positive regulation of GTPase activity
OPHN1,regulation of Rho protein signal transduction
OPHN1,regulation of endocytosis
OPHN1,regulation of postsynaptic neurotransmitter receptor internalization
OPHN1,regulation of postsynaptic neurotransmitter receptor internalization
OPHN1,regulation of postsynaptic neurotransmitter receptor internalization
OPHN1,regulation of small GTPase mediated signal transduction
OPHN1,"regulation of synaptic transmission, glutamatergic"
OPHN1,signal transduction
OPHN1,"substrate-dependent cell migration, cell extension"
OPHN1,synaptic vesicle endocytosis
OPHN1,terminal bouton
OR1C1,G protein-coupled receptor activity
OR1C1,G protein-coupled receptor signaling pathway
OR1C1,detection of chemical stimulus involved in sensory perception of smell
OR1C1,integral component of membrane
OR1C1,olfactory receptor activity
OR1C1,olfactory receptor activity
OR1C1,plasma membrane
OR1C1,sensory perception of smell
OR2M4,G protein-coupled receptor activity
OR2M4,G protein-coupled receptor signaling pathway
OR2M4,detection of chemical stimulus involved in sensory perception of smell
OR2M4,integral component of membrane
OR2M4,olfactory receptor activity
OR2M4,plasma membrane
OR2M4,sensory perception of smell
OR2T10,G protein-coupled receptor activity
OR2T10,G protein-coupled receptor signaling pathway
OR2T10,detection of chemical stimulus involved in sensory perception of smell
OR2T10,integral component of membrane
OR2T10,olfactory receptor activity
OR2T10,plasma membrane
OR52M1,G protein-coupled receptor activity
OR52M1,G protein-coupled receptor signaling pathway
OR52M1,detection of chemical stimulus involved in sensory perception of smell
OR52M1,integral component of membrane
OR52M1,olfactory receptor activity
OR52M1,plasma membrane
OTUD7A,DNA binding
OTUD7A,K63-linked polyubiquitin modification-dependent protein binding
OTUD7A,cysteine-type peptidase activity
OTUD7A,cytoplasm
OTUD7A,cytosol
OTUD7A,negative regulation of I-kappaB kinase/NF-kappaB signaling
OTUD7A,nucleus
OTUD7A,protein K11-linked deubiquitination
OTUD7A,protein K11-linked deubiquitination
OTUD7A,protein K48-linked deubiquitination
OTUD7A,protein K63-linked deubiquitination
OTUD7A,protein deubiquitination
OTUD7A,protein deubiquitination involved in ubiquitin-dependent protein catabolic process
OTUD7A,thiol-dependent ubiquitin-specific protease activity
OTUD7A,thiol-dependent ubiquitin-specific protease activity
OTUD7A,zinc ion binding
OTX1,"DNA-binding transcription activator activity, RNA polymerase II-specific"
OTX1,"DNA-binding transcription factor activity, RNA polymerase II-specific"
OTX1,"DNA-binding transcription factor activity, RNA polymerase II-specific"
OTX1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
OTX1,RNA polymerase II cis-regulatory region sequence-specific DNA binding
OTX1,anterior/posterior pattern specification
OTX1,chromatin
OTX1,diencephalon morphogenesis
OTX1,inner ear morphogenesis
OTX1,metencephalon development
OTX1,midbrain development
OTX1,nucleus
OTX1,positive regulation of transcription by RNA polymerase II
OTX1,protein binding
OTX1,regulation of transcription by RNA polymerase II
